platform,year,depthmin,depthmax,Item,AvgMax,hardperc,hardmm,softperc,softmm,Remarks
G17-A,2013,0,-12,Rows and Elevations,A,93.0,37.0,7.0,33.0,
G17-A,2013,0,-12,Risers,A,20.0,10.0,80.0,20.0,
G17-A,2013,0,-12,Caissons,A,20.0,15.0,80.0,30.0,
G17-A,2013,0,-12,Conductors,A,50.0,30.0,50.0,20.0,
G17-A,2013,-12,-38,Rows and Elevations,A,36.0,28.0,64.0,65.0,
G17-A,2013,-12,-38,Risers,A,20.0,30.0,80.0,20.0,
G17-A,2013,-12,-38,Caissons,A,,,,,
G17-A,2013,-12,-38,Conductors,A,0.0,0.0,100.0,70.0,
G17-A,2013,0,-12,Rows and Elevations,M,100.0,40.0,25.0,40.0,
G17-A,2013,0,-12,Risers,M,20.0,10.0,80.0,20.0,
G17-A,2013,0,-12,Caissons,M,20.0,30.0,80.0,30.0,
G17-A,2013,0,-12,Conductors,M,50.0,30.0,50.0,20.0,
G17-A,2013,-12,-38,Rows and Elevations,M,50.0,40.0,80.0,70.0,
G17-A,2013,-12,-38,Risers,M,20.0,30.0,80.0,20.0,
G17-A,2013,-12,-38,Caissons,M,,,,,
G17-A,2013,-12,-38,Conductors,M,0.0,0.0,100.0,70.0,
G17-A,2013,3,-13,Row 1,A,100.0,40.0,0.0,0.0,
G17-A,2013,3,-13,Row 2,A,100.0,40.0,0.0,0.0,
G17-A,2013,3,-13,Row A,A,75.0,20.0,25.0,30.0,
G17-A,2013,3,-13,Row B,A,100.0,40.0,0.0,0.0,
G17-A,2013,-13,-38,Row 1,A,25.0,30.0,75.0,60.0,
G17-A,2013,-13,-38,Row 2,A,20.0,40.0,80.0,70.0,
G17-A,2013,-13,-38,Row A,A,50.0,20.0,50.0,70.0,
G17-A,2013,-13,-38,Row B,A,50.0,30.0,50.0,60.0,
G17-A,2013,-13,-13,Level 1,A ,90.0,40.0,10.0,40.0,
G17-A,2013,-13,-13,Conductor Field,A,90.0,40.0,10.0,40.0,
G17-A,2013,-31,-31,Level 2,A,,,,,
G17-A,2013,-31,-31,Conductor Field,A,,,,,
G17-A,2013,-38,-38,Level 3,A,,,,,
G17-A,2013,-38,-38,Conductor Field,A,,,,,
G17-A,2012,3,-12,Rows and Elevations,A,80.0,53.0,19.0,26.0,
G17-A,2012,3,-12,Risers,A,30.0,50.0,70.0,15.0,
G17-A,2012,3,-12,Caissons,A,40.0,20.0,94.0,35.0,
G17-A,2012,3,-12,Conductors,A,83.0,50.0,18.0,20.0,
G17-A,2012,-12,-38,Rows and Elevations,A,31.0,33.0,66.0,35.0,
G17-A,2012,-12,-38,Risers,A,10.0,30.0,80.0,29.0,
G17-A,2012,-12,-38,Caissons,A,40.0,20.0,94.0,35.0,
G17-A,2012,-12,-38,Conductors,A,40.0,42.0,55.0,31.0,
G17-A,2012,3,-12,Rows and Elevations,M,100.0,80.0,100.0,80.0,
