platform,year,depthmin,depthmax,Item,AvgMax,hard%,hardmm,soft%,softmm,Remarks
K12-BP,1999,0.0,-10.0,Row 3,A,,,,,
K12-BP,1999,0.0,-10.0,Row B,A,,,,,
K12-BP,1999,0.0,-10.0,Row C,A,,,,,
K12-BP,1999,0.0,-10.0,Row D,A,,,,,
K12-BP,1999,0.0,-10.0,Row E,A,,,,,
K12-BP,1999,-10.0,-26.5,Row 2,A,,,,,
K12-BP,1999,-10.0,-26.5,Row 3,A,,,,,
K12-BP,1999,-10.0,-26.5,Row B,A,,,,,
K12-BP,1999,-10.0,-26.5,Row C,A,,,,,
K12-BP,1999,-10.0,-26.5,Row D,A,,,,,
K12-BP,1999,-10.0,-26.5,Row E,A,,,,,
K12-BP,1999,-10.0,-10.0,Level 1 ,A,,,,,
K12-BP,1999,-10.0,-10.0,Conductor Field,A,,,,,
K12-BP,1999,-26.5,-26.5,Level 2,A,,,,,
K12-BP,1999,-26.5,-26.5,Conductor Field ,A,,,,,
K12-BP,1998,3.0,-5.0,Rows and Elevations,A,95.0,50.0,,,
K12-BP,1998,3.0,-5.0,Risers,A,100.0,60.0,,,
K12-BP,1998,3.0,-5.0,Caissons,A,100.0,50.0,10.0,20.0,
K12-BP,1998,3.0,-5.0,Conductors,A,,,,,
K12-BP,1998,-5.0,-26.5,Rows and Elevations,A,,,100.0,125.0,
K12-BP,1998,-5.0,-26.5,Risers,A,,,,110.0,
K12-BP,1998,-5.0,-26.5,Caissons,A,,,,120.0,
K12-BP,1998,-5.0,-26.5,Conductors,A,,,,,
K12-BP,1998,3.0,-12.0,Rows and Elevations,M,,,,,
K12-BP,1998,3.0,-12.0,Risers,M,,,,,
K12-BP,1998,3.0,-12.0,Caissons,M,,,,,
K12-BP,1998,3.0,-12.0,Conductors,M,,,,,
K12-BP,1998,-12.0,-26.5,Rows and Elevations,M,,,,,
K12-BP,1998,-12.0,-26.5,Risers,M,,,,,
K12-BP,1998,-12.0,-26.5,Caissons,M,,,,,
K12-BP,1998,-12.0,-26.5,Conductors,M,,,,,
K12-BP,1998,3.0,0.0,Row 2,A,,,,,
K12-BP,1998,3.0,0.0,Row 3,A,,,,,
K12-BP,1998,3.0,0.0,Row B,A,,,,,
K12-BP,1998,3.0,0.0,Row C,A,,,,,
K12-BP,1998,3.0,0.0,Row D,A,,,,,
K12-BP,1998,3.0,0.0,Row E,A,,,,,
K12-BP,1998,0.0,-10.0,Row 2,A,,,,,
K12-BP,1998,0.0,-10.0,Row 3,A,,,,,
K12-BP,1998,0.0,-10.0,Row B,A,,,,,
K12-BP,1998,0.0,-10.0,Row C,A,,,,,
K12-BP,1998,0.0,-10.0,Row D,A,,,,,
K12-BP,1998,0.0,-10.0,Row E,A,,,,,
K12-BP,1998,-10.0,-26.5,Row 2,A,,,,,
K12-BP,1998,-10.0,-26.5,Row 3,A,,,,,
K12-BP,1998,-10.0,-26.5,Row B,A,,,,,
K12-BP,1998,-10.0,-26.5,Row C,A,,,,,
K12-BP,1998,-10.0,-26.5,Row D,A,,,,,
K12-BP,1998,-10.0,-26.5,Row E,A,,,,,
K12-BP,1998,-10.0,-10.0,Level 1 ,A,,,,,
K12-BP,1998,-10.0,-10.0,Conductor Field,A,,,,,
K12-BP,1998,-26.5,-26.5,Level 2,A,,,,,
K12-BP,1998,-26.5,-26.5,Conductor Field ,A,,,,,
K12-BP,1997,3.0,-5.0,Rows and Elevations,A,,50.0,,150.0,
K12-BP,1997,3.0,-5.0,Risers,A,100.0,50.0,,,
K12-BP,1997,3.0,-5.0,Caissons,A,100.0,50.0,,,
K12-BP,1997,3.0,-5.0,Conductors,A,,,,,
K12-BP,1997,-5.0,-26.5,Rows and Elevations,A,,,90.0,100.0,
K12-BP,1997,-5.0,-26.5,Risers,A,,,,125.0,
K12-BP,1997,-5.0,-26.5,Caissons,A,,,100.0,150.0,
K12-BP,1997,-5.0,-26.5,Conductors,A,,,,,
K12-BP,1997,3.0,-12.0,Rows and Elevations,M,,,,,
K12-BP,1997,3.0,-12.0,Risers,M,,,,,
K12-BP,1997,3.0,-12.0,Caissons,M,,,,,
K12-BP,1997,3.0,-12.0,Conductors,M,,,,,
K12-BP,1997,-12.0,-26.5,Rows and Elevations,M,,,,,
K12-BP,1997,-12.0,-26.5,Risers,M,,,,,
K12-BP,1997,-12.0,-26.5,Caissons,M,,,,,
K12-BP,1997,-12.0,-26.5,Conductors,M,,,,,
K12-BP,1997,3.0,0.0,Row 2,A,,,,,
K12-BP,1997,3.0,0.0,Row 3,A,,,,,
K12-BP,1997,3.0,0.0,Row B,A,,,,,
K12-BP,1997,3.0,0.0,Row C,A,,,,,
K12-BP,1997,3.0,0.0,Row D,A,,,,,
K12-BP,1997,3.0,0.0,Row E,A,,,,,
K12-BP,1997,0.0,-10.0,Row 2,A,,,,,
K12-BP,1997,0.0,-10.0,Row 3,A,,,,,
K12-BP,1997,0.0,-10.0,Row B,A,,,,,
K12-BP,1997,0.0,-10.0,Row C,A,,,,,
K12-BP,1997,0.0,-10.0,Row D,A,,,,,
K12-BP,1997,0.0,-10.0,Row E,A,,,,,
K12-BP,1997,-10.0,-26.5,Row 2,A,,,,,
K12-BP,1997,-10.0,-26.5,Row 3,A,,,,,
K12-BP,1997,-10.0,-26.5,Row B,A,,,,,
K12-BP,1997,-10.0,-26.5,Row C,A,,,,,
K12-BP,1997,-10.0,-26.5,Row D,A,,,,,
K12-BP,1997,-10.0,-26.5,Row E,A,,,,,
K12-BP,1997,-10.0,-10.0,Level 1 ,A,,,,,
K12-BP,1997,-10.0,-10.0,Conductor Field,A,,,,,
K12-BP,1997,-26.5,-26.5,Level 2,A,,,,,
K12-BP,1997,-26.5,-26.5,Conductor Field ,A,,,,,
