platform,year,depthmin,depthmax,Item,AvgMax,hardperc,hardmm,softperc,softmm,Remarks
L5-D,2016,0.0,-12.0,Rows and Elevations,A,,,,,
L5-D,2016,0.0,-12.0,Risers,A,32.0,35.0,13.0,18.0,
L5-D,2016,0.0,-12.0,Caissons,A,15.0,25.0,20.0,18.0,
L5-D,2016,0.0,-12.0,Conductors,A,38.0,0.0,8.0,0.0,
L5-D,2016,-12.0,-38.3,Rows and Elevations,A,0.0,0.0,20.0,15.0,
L5-D,2016,-12.0,-38.3,Risers,A,5.0,5.0,40.0,36.0,
L5-D,2016,-12.0,-38.3,Caissons,A,,,,,
L5-D,2016,-12.0,-38.3,Conductors,A,3.0,0.0,63.0,38.0,
L5-D,2016,0.0,-12.0,Rows and Elevations,M,0.0,0.0,0.0,0.0,
L5-D,2016,0.0,-12.0,Risers,M,70.0,40.0,20.0,25.0,
L5-D,2016,0.0,-12.0,Caissons,M,30.0,25.0,20.0,20.0,
L5-D,2016,0.0,-12.0,Conductors,M,40.0,40.0,10.0,10.0,
L5-D,2016,-12.0,-38.3,Rows and Elevations,M,0.0,0.0,20.0,15.0,
L5-D,2016,-12.0,-38.3,Risers,M,10.0,5.0,50.0,45.0,
L5-D,2016,-12.0,-38.3,Caissons,M,,,,,
L5-D,2016,-12.0,-38.3,Conductors,M,5.0,5.0,100.0,40.0,
L5-D,2016,3.0,-12.0,Row 1,A,,,,,
L5-D,2016,3.0,-12.0,Row 2,A,,,,,
L5-D,2016,3.0,-12.0,Row A,A,,,,,
L5-D,2016,3.0,-12.0,Row B,A,,,,,
L5-D,2016,-12.0,-38.3,Row 1,A,,,,,
L5-D,2016,-12.0,-38.3,Row 2,A,,,,,
L5-D,2016,-12.0,-38.3,Row A,A,,,,,
L5-D,2016,-12.0,-38.3,Row B,A,,,,,
L5-D,2016,-11.2,-11.2,Level 1,A,,,,,
L5-D,2016,-11.2,-11.2,Conductor Field,A,,,,,
L5-D,2016,-30.2,-30.2,Level 2,A,,,,,
L5-D,2016,-30.2,-30.2,Conductor Field,A,,,,,
L5-D,2016,-39.7,-39.7,Level 3,A,0.0,0.0,20.0,15.0,
L5-D,2016,-39.7,-39.7,Conductor Field,A,,,,,
L5-D,2015,0.0,-12.0,Rows and Elevations,A,42.0,48.0,36.0,29.0,
L5-D,2015,0.0,-12.0,Risers,A,,,,,
L5-D,2015,0.0,-12.0,Caissons,A,,,,,
L5-D,2015,0.0,-12.0,Conductors,A,,,,,
L5-D,2015,-12.0,-38.3,Rows and Elevations,A,0.0,0.0,66.0,51.0,
L5-D,2015,-12.0,-38.3,Risers,A,,,,,
L5-D,2015,-12.0,-38.3,Caissons,A,,,,,
L5-D,2015,-12.0,-38.3,Conductors,A,,,,,
L5-D,2015,0.0,-12.0,Rows and Elevations,M,60.0,60.0,50.0,40.0,
L5-D,2015,0.0,-12.0,Risers,M,,,,,
L5-D,2015,0.0,-12.0,Caissons,M,,,,,
L5-D,2015,0.0,-12.0,Conductors,M,,,,,
L5-D,2015,-12.0,-38.3,Rows and Elevations,M,0.0,0.0,70.0,60.0,
L5-D,2015,-12.0,-38.3,Risers,M,,,,,
L5-D,2015,-12.0,-38.3,Caissons,M,,,,,
L5-D,2015,-12.0,-38.3,Conductors,M,,,,,
L5-D,2015,3.0,-12.0,Row 1,A,50.0,40.0,30.0,20.0,
L5-D,2015,3.0,-12.0,Row 2,A,60.0,50.0,40.0,20.0,
L5-D,2015,3.0,-12.0,Row A,A,50.0,60.0,50.0,40.0,
L5-D,2015,3.0,-12.0,Row B,A,50.0,40.0,40.0,30.0,
L5-D,2015,-12.0,-38.3,Row 1,A,0.0,0.0,70.0,50.0,
L5-D,2015,-12.0,-38.3,Row 2,A,0.0,0.0,70.0,50.0,
L5-D,2015,-12.0,-38.3,Row A,A,0.0,0.0,50.0,40.0,
L5-D,2015,-12.0,-38.3,Row B,A,0.0,0.0,70.0,50.0,
L5-D,2015,-11.2,-11.2,Level 1,A,0.0,0.0,20.0,30.0,
L5-D,2015,-11.2,-11.2,Conductor Field,A,,,,,
L5-D,2015,-30.2,-30.2,Level 2,A,0.0,0.0,70.0,60.0,
L5-D,2015,-30.2,-30.2,Conductor Field,A,,,,,
L5-D,2015,-39.7,-39.7,Level 3,A,,,,,
L5-D,2015,-39.7,-39.7,Conductor Field,A,,,,,
