platform,year,depthmin,depthmax,Item,AvgMax,hardperc,hardmm,softperc,softmm,Remarks
K2-A,2014,0.0,-12.0,Rows and Elevations,A,10.0,20.0,90.0,30.0,
K2-A,2014,0.0,-12.0,Risers,A,5.0,10.0,45.0,40.0,
K2-A,2014,0.0,-12.0,Caissons,A,0.0,0.0,100.0,40.0,
K2-A,2014,0.0,-12.0,Conductors,A,6.0,30.0,93.0,25.0,
K2-A,2014,-12.0,-42.8,Rows and Elevations,A,32.0,9.0,66.0,25.0,
K2-A,2014,-12.0,-42.8,Risers,A,20.0,40.0,20.0,50.0,
K2-A,2014,-12.0,-42.8,Caissons,A,,,,,
K2-A,2014,-12.0,-42.8,Conductors,A,0.0,0.0,100.0,57.0,
K2-A,2014,0.0,-12.0,Rows and Elevations,M,10.0,20.0,90.0,30.0,
K2-A,2014,0.0,-12.0,Risers,M,5.0,10.0,45.0,40.0,
K2-A,2014,0.0,-12.0,Caissons,M,0.0,0.0,100.0,40.0,
K2-A,2014,0.0,-12.0,Conductors,M,20.0,30.0,100.0,40.0,
K2-A,2014,-12.0,-42.8,Rows and Elevations,M,90.0,10.0,100.0,60.0,
K2-A,2014,-12.0,-42.8,Risers,M,20.0,40.0,20.0,50.0,
K2-A,2014,-12.0,-42.8,Caissons,M,,,,,
K2-A,2014,-12.0,-42.8,Conductors,M,0.0,0.0,100.0,80.0,
K2-A,2014,3.0,-12.0,Row 1,A,10.0,20.0,90.0,30.0,
K2-A,2014,3.0,-12.0,Row 2,A,,,,,
K2-A,2014,3.0,-12.0,Row A,A,,,,,
K2-A,2014,3.0,-12.0,Row B,A,,,,,
K2-A,2014,-12.0,-42.8,Row 1,A,,,,,
K2-A,2014,-12.0,-42.8,Row 2,A,,,,,
K2-A,2014,-12.0,-42.8,Row A,A,,,,,
K2-A,2014,-12.0,-42.8,Row B,A,,,,,
K2-A,2014,-13.0,-13.0,Level 1,A,10.0,0.0,90.0,60.0,
K2-A,2014,-13.0,-13.0,Conductor Field,A,0.0,0.0,100.0,50.0,
K2-A,2014,-33.3,-33.3,Level 2,A,0.0,0.0,95.0,50.0,
K2-A,2014,-33.3,-33.3,Conductor Field,A,0.0,0.0,90.0,50.0,
K2-A,2014,-42.8,-42.8,Level 3,A,90.0,10.0,10.0,30.0,
K2-A,2014,-42.8,-42.8,Conductor Field,A,90.0,10.0,10.0,30.0,
K2-A,2012,3.0,-12.0,Rows and Elevations,A,3.0,3.0,97.0,36.0,
K2-A,2012,3.0,-12.0,Risers,A,5.0,10.0,40.0,10.0,
K2-A,2012,3.0,-12.0,Caissons,A,0.0,0.0,100.0,38.0,
K2-A,2012,3.0,-12.0,Conductors,A,9.0,4.0,91.0,33.0,
K2-A,2012,-12.0,-42.8,Rows and Elevations,A,0.0,0.0,100.0,48.0,
K2-A,2012,-12.0,-42.8,Risers,A,0.0,0.0,100.0,35.0,
K2-A,2012,-12.0,-42.8,Caissons,A,0.0,0.0,100.0,38.0,
K2-A,2012,-12.0,-42.8,Conductors,A,0.0,0.0,100.0,43.0,
K2-A,2012,3.0,-12.0,Rows and Elevations,M,10.0,10.0,100.0,60.0,
K2-A,2012,3.0,-12.0,Risers,M,10.0,20.0,80.0,20.0,
K2-A,2012,3.0,-12.0,Caissons,M,0.0,0.0,100.0,40.0,
K2-A,2012,3.0,-12.0,Conductors,M,90.0,30.0,100.0,50.0,
K2-A,2012,-12.0,-42.8,Rows and Elevations,M,0.0,0.0,100.0,60.0,
K2-A,2012,-12.0,-42.8,Risers,M,0.0,0.0,100.0,40.0,
K2-A,2012,-12.0,-42.8,Caissons,M,0.0,0.0,100.0,40.0,
