platform,year,depthmin,depthmax,Item,AvgMax,hardperc,hardmm,softperc,softmm,Remarks
D18-A,2015,0.0,-12.0,Rows and Elevations,A,30.0,6.0,34.0,16.0,
D18-A,2015,0.0,-12.0,Risers,A,10.0,23.0,73.0,56.0,
D18-A,2015,0.0,-12.0,Caissons,A,76.0,5.0,6.0,10.0,
D18-A,2015,0.0,-12.0,Conductors,A,8.0,13.0,12.0,10.0,
D18-A,2015,-12.0,-45.8,Rows and Elevations,A,74.0,5.0,58.0,20.0,
D18-A,2015,-12.0,-45.8,Risers,A,20.0,20.0,73.0,37.0,
D18-A,2015,-12.0,-45.8,Caissons,A,,,,,
D18-A,2015,-12.0,-45.8,Conductors,A,73.0,12.0,27.0,33.0,
D18-A,2015,0.0,-12.0,Rows and Elevations,M,80.0,20.0,75.0,30.0,
D18-A,2015,0.0,-12.0,Risers,M,20.0,30.0,100.0,100.0,
D18-A,2015,0.0,-12.0,Caissons,M,100.0,10.0,10.0,10.0,
D18-A,2015,0.0,-12.0,Conductors,M,10.0,15.0,15.0,10.0,
D18-A,2015,-12.0,-45.8,Rows and Elevations,M,100.0,5.0,90.0,40.0,
D18-A,2015,-12.0,-45.8,Risers,M,60.0,20.0,100.0,50.0,
D18-A,2015,-12.0,-45.8,Caissons,M,,,,,
D18-A,2015,-12.0,-45.8,Conductors,M,80.0,15.0,30.0,40.0,
D18-A,2015,3.0,-12.0,Row 1,A,5.0,20.0,75.0,5.0,
D18-A,2015,3.0,-12.0,Row 2,A,80.0,5.0,20.0,20.0,
D18-A,2015,3.0,-12.0,Row A,A,70.0,5.0,20.0,10.0,
D18-A,2015,3.0,-12.0,Row B,A,5.0,10.0,70.0,30.0,
D18-A,2015,-12.0,-45.8,Row 1,A,20.0,5.0,40.0,20.0,
D18-A,2015,-12.0,-45.8,Row 2,A,70.0,5.0,70.0,20.0,
D18-A,2015,-12.0,-45.8,Row A,A,70.0,5.0,30.0,20.0,
D18-A,2015,-12.0,-45.8,Row B,A,70.0,5.0,50.0,30.0,
D18-A,2015,-13.0,-13.0,Level 1 ,A,10.0,5.0,10.0,10.0,
D18-A,2015,-13.0,-13.0,Conductor Field,A,10.0,5.0,10.0,20.0,
D18-A,2015,-36.3,-36.3,Level 2,A,70.0,5.0,40.0,30.0,
D18-A,2015,-36.3,-36.3,Conductor Field ,A,100.0,5.0,50.0,40.0,
D18-A,2015,-45.8,-45.8,Level 3,A,95.0,5.0,90.0,10.0,
D18-A,2015,-45.8,-45.8,Conductor Field ,A,95.0,5.0,90.0,10.0,
D18-A,2017,0.0,-12.0,Rows and Elevations,A,0.0,0.0,58.0,30.0,
D18-A,2017,0.0,-12.0,Risers,A,15.0,15.0,85.0,25.0,
D18-A,2017,0.0,-12.0,Caissons,A,25.0,8.0,75.0,26.0,
D18-A,2017,0.0,-12.0,Conductors,A,18.0,15.0,82.0,23.0,
D18-A,2017,-12.0,-45.8,Rows and Elevations,A,0.0,0.0,61.0,44.0,
D18-A,2017,-12.0,-45.8,Risers,A,15.0,3.0,85.0,55.0,
D18-A,2017,-12.0,-45.8,Caissons,A,,,,,
D18-A,2017,-12.0,-45.8,Conductors,A,15.0,3.0,85.0,43.0,
D18-A,2017,0.0,-12.0,Rows and Elevations,M,0.0,0.0,70.0,40.0,
D18-A,2017,0.0,-12.0,Risers,M,15.0,15.0,85.0,25.0,
D18-A,2017,0.0,-12.0,Caissons,M,45.0,15.0,85.0,30.0,
D18-A,2017,0.0,-12.0,Conductors,M,20.0,15.0,85.0,25.0,
D18-A,2017,-12.0,-45.8,Rows and Elevations,M,0.0,0.0,80.0,60.0,
D18-A,2017,-12.0,-45.8,Risers,M,15.0,3.0,85.0,55.0,
D18-A,2017,-12.0,-45.8,Caissons,M,,,,,
D18-A,2017,-12.0,-45.8,Conductors,M,15.0,3.0,15.0,45.0,
D18-A,2017,3.0,-12.0,Row 1,A,0.0,0.0,70.0,40.0,
D18-A,2017,3.0,-12.0,Row 2,A,0.0,0.0,50.0,30.0,
D18-A,2017,3.0,-12.0,Row A,A,0.0,0.0,50.0,30.0,
D18-A,2017,3.0,-12.0,Row B,A,0.0,0.0,60.0,20.0,
D18-A,2017,-12.0,-45.8,Row 1,A,0.0,0.0,80.0,60.0,
D18-A,2017,-12.0,-45.8,Row 2,A,0.0,0.0,80.0,60.0,
D18-A,2017,-12.0,-45.8,Row A,A,0.0,0.0,80.0,60.0,
D18-A,2017,-12.0,-45.8,Row B,A,0.0,0.0,80.0,40.0,
D18-A,2017,-13.0,-13.0,Level 1 ,A,0.0,0.0,60.0,30.0,
D18-A,2017,-13.0,-13.0,Conductor Field,A,0.0,0.0,60.0,30.0,
D18-A,2017,-36.3,-36.3,Level 2,A,0.0,0.0,60.0,40.0,
D18-A,2017,-36.3,-36.3,Conductor Field ,A,0.0,0.0,60.0,40.0,
D18-A,2017,-45.8,-45.8,Level 3,A,0.0,0.0,20.0,20.0,
D18-A,2017,-45.8,-45.8,Conductor Field ,A,0.0,0.0,30.0,20.0,
