platform,year,depthmin,depthmax,Item,AvgMax,hard%,hardmm,soft%,softmm,Remarks
K9-C,1998,3.0,-5.0,Conductors,A,90.0,50.0,5.0,30.0,
K9-C,1998,-5.0,-38.3,Rows and Elevations,A,,,100.0,135.0,
K9-C,1998,-5.0,-38.3,Risers,A,,,90.0,80.0,
K9-C,1998,-5.0,-38.3,Caissons,A,,,100.0,110.0,
K9-C,1998,-5.0,-38.3,Conductors,A,,,100.0,135.0,
K9-C,1998,3.0,-12.0,Rows and Elevations,M,,,,,
K9-C,1998,3.0,-12.0,Risers,M,,,,,
K9-C,1998,3.0,-12.0,Caissons,M,,,,,
K9-C,1998,3.0,-12.0,Conductors,M,,,,,
K9-C,1998,-12.0,-38.3,Rows and Elevations,M,,,,,
K9-C,1998,-12.0,-38.3,Risers,M,,,,,
K9-C,1998,-12.0,-38.3,Caissons,M,,,,,
K9-C,1998,-12.0,-38.3,Conductors,M,,,,,
K9-C,1998,3.0,0.0,Row 1,A,,,,,
K9-C,1998,3.0,0.0,Row 2,A,,,,,
K9-C,1998,3.0,0.0,Row A,A,,,,,
K9-C,1998,3.0,0.0,Row B,A,,,,,
K9-C,1998,0.0,-10.0,Row 1,A,,,,,
K9-C,1998,0.0,-10.0,Row 2,A,,,,,
K9-C,1998,0.0,-10.0,Row A,A,,,,,
K9-C,1998,0.0,-10.0,Row B,A,,,,,
K9-C,1998,-10.0,-24.0,Row 1,A,,,,,
K9-C,1998,-10.0,-24.0,Row 2,A,,,,,
K9-C,1998,-10.0,-24.0,Row A,A,,,,,
K9-C,1998,-10.0,-24.0,Row B,A,,,,,
K9-C,1998,-24.0,-38.3,Row 1,A,,,,,
K9-C,1998,-24.0,-38.3,Row 2,A,,,,,
K9-C,1998,-24.0,-38.3,Row A,A,,,,,
K9-C,1998,-24.0,-38.3,Row B,A,,,,,
K9-C,1998,-10.0,-10.0,Level 1 ,A,,,,,
K9-C,1998,-10.0,-10.0,Conductor Field,A,,,,,
K9-C,1998,-24.0,-24.0,Level 2,A,,,,,
K9-C,1998,-24.0,-24.0,Conductor Field ,A,,,,,
K9-C,1998,-38.3,-38.3,Level 3,A,,,,,
K9-C,1998,-38.3,-38.3,Conductor Field ,A,,,,,
